index,TID,breadcrumb,category_name,property_type,building_size,land_size,preferred_size,open_date,listing_agency,price,location_number,location_type,location_name,address,address_1,city,state,zip_code,phone,latitude,longitude,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
277,1351265,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,243m²,766m²,766m²,,Call2View Real Estate - Palmerston,"$599,000",139396347,Buy,"$599,000","23 Majestic Drive, Durack, NT 0830",23 Majestic Drive,Durack,NT,830,08 8932 8858,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
278,1351266,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Real Estate Central - DARWIN CITY,"$455,000",139395811,Buy,"$455,000","10/39 Cavenagh Street, Darwin City, NT 0800",10/39 Cavenagh Street,Darwin City,NT,800,08 8943 3000,,,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
279,1351267,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central Projects - Darwin,Openn Negotiation,139395087,Buy,Openn Negotiation,"51 Annaburroo Crescent, Tiwi, NT 0810",51 Annaburroo Crescent,Tiwi,NT,810,08 8943 3000,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
280,1351268,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,LJ Hooker Darwin -   ,Expression of Interest,139394699,Buy,Expression of Interest,"18/2 Kurringal Court, Fannie Bay, NT 0820",18/2 Kurringal Court,Fannie Bay,NT,820,08 8924 0900,,,premiere,1.0,1.0,0.0,2022-05-27 15:54:05
281,1351269,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,261m²,261m²,,Elders Real Estate - Darwin,"PRICE GUIDE $575,000",139393795,Buy,"PRICE GUIDE $575,000","10/22 Sergison Circuit, Rapid Creek, NT 0810",10/22 Sergison Circuit,Rapid Creek,NT,810,08 8946 0500,,,premiere,3.0,2.0,3.0,2022-05-27 15:54:05
282,1351270,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,838m²,838m²,,Elders Real Estate - Darwin,UNDER OFFER,139393387,Buy,UNDER OFFER,"4 Flora Court, Anula, NT 0812",4 Flora Court,Anula,NT,812,08 8946 0500,,,premiere,4.0,2.0,3.0,2022-05-27 15:54:05
283,1351271,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Professionals - DARWIN CITY,"$280,000",139393067,Buy,"$280,000","12 51 Knuckey Street, Darwin City, NT 0800",12 51 Knuckey Street,Darwin City,NT,800,08 8941 8289,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
284,1351272,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,Auction,139391611,Buy,Auction,"85 Rapid Creek Road, Rapid Creek, NT 0810",85 Rapid Creek Road,Rapid Creek,NT,810,08 8943 3000,,,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
285,1351273,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,450m²,450m²,,For Sale By Owner                                                                                   ,"$579,000",139390543,Buy,"$579,000","49 Tuckeroo Boulevard, Zuccoli, NT 0832",49 Tuckeroo Boulevard,Zuccoli,NT,832,1300 114 970,,,standard,4.0,2.0,2.0,2022-05-27 15:54:05
286,1351274,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,807m²,807m²,,First National Real Estate O'Donoghues - Darwin,Expressions Of Interest,139389739,Buy,Expressions Of Interest,"13 Notley Place, Parap, NT 0820",13 Notley Place,Parap,NT,820,08 8942 8942,,,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
287,1351275,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,801m²,801m²,,Elders Real Estate - Darwin,"PRICE GUIDE $530,000",139388739,Buy,"PRICE GUIDE $530,000","50 Mullamulla Circuit, Karama, NT 0812",50 Mullamulla Circuit,Karama,NT,812,08 8946 0500,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
288,1351276,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,592m²,592m²,,Elders Real Estate - Darwin,UNDER OFFER,139387895,Buy,UNDER OFFER,"14 Tambling Street, Durack, NT 0830",14 Tambling Street,Durack,NT,830,08 8946 0500,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
289,1351277,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,Openn Negotiation,139387107,Buy,Openn Negotiation,"116 James Circuit, Woodroffe, NT 0830",116 James Circuit,Woodroffe,NT,830,08 8943 3000,,,premiere,5.0,3.0,3.0,2022-05-27 15:54:05
290,1351278,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,287m²,287m²,Under offer,Ray White - NIGHTCLIFF,JUST LIKE THAT: UNDER CONTRACT IN 5 DAYS,139387071,Buy,JUST LIKE THAT: UNDER CONTRACT IN 5 DAYS,"16/18 Annear Court, Stuart Park, NT 0820",16/18 Annear Court,Stuart Park,NT,820,08 8982 2403,,,premiere,3.0,3.0,3.0,2022-05-27 15:54:05
291,1351279,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,337m²,2ha,2ha,,Elders Real Estate - Palmerston,"$739,000",139386923,Buy,"$739,000","408 Wheewall Road, Berry Springs, NT 0838",408 Wheewall Road,Berry Springs,NT,838,08 8931 5000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
292,1351280,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,356m²,850m²,850m²,,Elders Real Estate - Palmerston,"PRICE GUIDE $750,000",139385719,Buy,"PRICE GUIDE $750,000","8 Taylor Crescent, Bellamack, NT 0832",8 Taylor Crescent,Bellamack,NT,832,08 8931 5000,,,premiere,4.0,2.0,3.0,2022-05-27 15:54:05
293,1351281,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,225m²,796m²,796m²,Under offer,Knight Frank (NT) - Darwin,UNDER CONTRACT,139385383,Buy,UNDER CONTRACT,"7 Darla Place, Rosebery, NT 0832",7 Darla Place,Rosebery,NT,832,08 8982 2500,,,premiere,6.0,2.0,2.0,2022-05-27 15:54:05
294,1351282,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,800m²,800m²,,Absolute Real Estate NT - Darwin,"$535,000 +",139383779,Buy,"$535,000 +","47 Priest Circuit, Gray, NT 0830",47 Priest Circuit,Gray,NT,830,08 8930 6600,,,premiere,4.0,3.0,6.0,2022-05-27 15:54:05
295,1351283,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,3.3ha,3.3ha,,Red Earth Property,"$629,000",139383619,Buy,"$629,000","345 Thomas Road, Humpty Doo, NT 0836",345 Thomas Road,Humpty Doo,NT,836,0422315897,,,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
296,1351284,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,124m²,124m²,,Absolute Real Estate NT - Darwin,"$275,000 +",139383231,Buy,"$275,000 +","5/26 Nudl Street, Stuart Park, NT 0820",5/26 Nudl Street,Stuart Park,NT,820,08 8930 6600,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
297,1351285,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Freedom Property - Australia,PROPERTY PREVIEW,139382907,Buy,PROPERTY PREVIEW,"64/14 Salonika Street, Parap, NT 0820",64/14 Salonika Street,Parap,NT,820,07 3999 8324,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
298,1351286,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Raine & Horne - Darwin,"Offers Over $550,000",139382119,Buy,"Offers Over $550,000","6 Stapleton Court, Malak, NT 0812",6 Stapleton Court,Malak,NT,812,08 8941 8941,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
299,1351287,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,K G Young & Associates Pty Ltd - Darwin,"$639,000",139381639,Buy,"$639,000","7 Trochus Cres, Woolner, NT 0820",7 Trochus Cres,Woolner,NT,820,08 89 432 432,,,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
300,1351288,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,442m²,442m²,,Elders Real Estate - Darwin,FASTRAK,139380823,Buy,FASTRAK,"1/5 Pope Court, Bayview, NT 0820",1/5 Pope Court,Bayview,NT,820,08 8946 0500,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
301,1351289,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,815m²,815m²,,First National Real Estate O'Donoghues - Darwin,"Offers over $650,000",139378407,Buy,"Offers over $650,000","26 Bell Crescent, Bellamack, NT 0832",26 Bell Crescent,Bellamack,NT,832,08 8942 8942,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
302,1351290,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,Auction,139377791,Buy,Auction,"2 Scott Street, Fannie Bay, NT 0820",2 Scott Street,Fannie Bay,NT,820,08 8943 3000,,,premiere,5.0,4.0,4.0,2022-05-27 15:54:05
303,1351291,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,800m²,800m²,Under offer,Elders Real Estate - Darwin,UNDER CONTRACT,139376807,Buy,UNDER CONTRACT,"62 Wulagi Crescent, Wulagi, NT 0812",62 Wulagi Crescent,Wulagi,NT,812,08 8946 0500,,,premiere,3.0,3.0,6.0,2022-05-27 15:54:05
304,1351292,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Under offer,Real Estate Central - DARWIN CITY,Under Contract,139376015,Buy,Under Contract,"24/5 Poinciana Street, Nightcliff, NT 0810",24/5 Poinciana Street,Nightcliff,NT,810,08 8943 3000,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
305,1351293,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,45m²,45m²,,First National Real Estate O'Donoghues - Darwin,"$329,000",139375779,Buy,"$329,000","4/4 Belle Place, Millner, NT 0810",4/4 Belle Place,Millner,NT,810,08 8942 8942,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
306,1351294,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Real Estate Central - DARWIN CITY,Openn Negotiation,139373983,Buy,Openn Negotiation,"1/6 Foelsche Street, Darwin City, NT 0800",1/6 Foelsche Street,Darwin City,NT,800,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
307,1351295,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,184m²,,184m²,Under offer,Smith Real Estate NT,"$385,000",139372067,Buy,"$385,000","3/73D Ruddick Circuit, Stuart Park, NT 0820",3/73D Ruddick Circuit,Stuart Park,NT,820,0417272077,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
308,1351296,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,167m²,,167m²,,Raine & Horne - Darwin,"$550,000",139371843,Buy,"$550,000","27/58 Bayview Boulevard, Bayview, NT 0820",27/58 Bayview Boulevard,Bayview,NT,820,08 8941 8941,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
309,1351297,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,174m²,680m²,680m²,,Raine & Horne - Darwin,"Offers over $549,000",139369823,Buy,"Offers over $549,000","30 Dwyer Circuit, Driver, NT 0830",30 Dwyer Circuit,Driver,NT,830,08 8941 8941,,,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
310,1351298,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,83m²,,83m²,,Nick Mousellis Real Estate - Eview Group Member,"Offer Over $300,000",139369455,Buy,"Offer Over $300,000","3/17 Baroalba Street, Leanyer, NT 0812",3/17 Baroalba Street,Leanyer,NT,812,0411724000,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
311,1351299,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Cate Killiner Real Estate - Woolner,"$387,000",139368543,Buy,"$387,000","1/5 Warrego Court, Larrakeyah, NT 0820",1/5 Warrego Court,Larrakeyah,NT,820,08 8942 2283,,,standard,2.0,2.0,1.0,2022-05-27 15:54:05
312,1351300,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,818m²,818m²,,Renee's Realty NT - DURACK,"$420,000",139367687,Buy,"$420,000","15 Baldwin Drive, Woodroffe, NT 0830",15 Baldwin Drive,Woodroffe,NT,830,0417 718 149,,,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
313,1351301,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,817m²,817m²,,Real Estate Central - DARWIN CITY,Openn Negotiation,139367311,Buy,Openn Negotiation,"78 Vanderlin Drive, Wulagi, NT 0812",78 Vanderlin Drive,Wulagi,NT,812,08 8943 3000,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
314,1351302,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,,Dunvegan Real Estate - PALMERSTON ,"$590,000",139366871,Buy,"$590,000","9/41 Bermingham Crescent, Bayview, NT 0820",9/41 Bermingham Crescent,Bayview,NT,820,0408 952 595,,,premiere,3.0,3.0,3.0,2022-05-27 15:54:05
315,1351303,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,494m²,494m²,Under offer,Call2View Real Estate - Palmerston,"Offers over $489,000",139365199,Buy,"Offers over $489,000","59 Royal Circuit, Durack, NT 0830",59 Royal Circuit,Durack,NT,830,08 8932 8858,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
316,1351304,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,485m²,485m²,,LJ Hooker Darwin -   ,"Offers over $569,000",139364171,Buy,"Offers over $569,000","61 Paperbark Crescent, Zuccoli, NT 0832",61 Paperbark Crescent,Zuccoli,NT,832,08 8924 0900,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
317,1351305,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,813m²,813m²,,All About Real Estate NT - DARWIN CITY,"Offers Over $435,000 Considered",139364059,Buy,"Offers Over $435,000 Considered","25 Baldwin Drive, Woodroffe, NT 0830",25 Baldwin Drive,Woodroffe,NT,830,0438 404 848,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
318,1351306,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,275m²,1.86ha,1.86ha,,Real Estate Central - DARWIN CITY,"$1,650,000",139363919,Buy,"$1,650,000","5 Schirmer Court, Howard Springs, NT 0835",5 Schirmer Court,Howard Springs,NT,835,08 8943 3000,,,premiere,4.0,4.0,10.0,2022-05-27 15:54:05
319,1351307,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450m²,450m²,,Kellaborate - Lee Point,"$293,000",600031186,Buy,"$293,000",,,Lee Point,NT,810,1300 737 589,,,premiere,,,,2022-05-27 15:54:05
320,1351308,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450m²,450m²,,Kellaborate - Lee Point,"$293,000",600031186,Buy,"$293,000",,,Lee Point,NT,810,1300 737 589,,,premiere,,,,2022-05-27 15:54:05
321,1351309,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,450m²,450m²,,Kellaborate - Lee Point,"$293,000",600031186,Buy,"$293,000","Lot 12801, Aldenham Road, Lee Point, NT 0810","Lot 12801, Aldenham Road",Lee Point,NT,810,1300 737 589,,,premiere,,,,2022-05-27 15:54:05
322,1351310,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,,,,Cate Killiner Real Estate - Woolner,"$495,000",139363619,Buy,"$495,000","2/5 Fay Court, Rapid Creek, NT 0810",2/5 Fay Court,Rapid Creek,NT,810,08 8942 2283,,,standard,3.0,1.0,1.0,2022-05-27 15:54:05
323,1351311,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,173m²,,173m²,,Elders Real Estate - Darwin,"PRICE GUIDE $439,000",139363187,Buy,"PRICE GUIDE $439,000","16/14 Dashwood Place, Darwin City, NT 0800",16/14 Dashwood Place,Darwin City,NT,800,08 8946 0500,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
324,1351312,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,,2ha,2ha,,No Agent Property - BRIGHTON EAST,"$875,000 negotiable",139362975,Buy,"$875,000 negotiable","90 Doxas Road, Humpty Doo, NT 0836",90 Doxas Road,Humpty Doo,NT,836,1300 850 855,,,standard,4.0,2.0,3.0,2022-05-27 15:54:05
325,1351313,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate NT by George Pikos - FANNIE BAY,Auction Action,139362087,Buy,Auction Action,"53 Dripstone Rd, Alawa, NT 0810",53 Dripstone Rd,Alawa,NT,810,08 8941 9959,,,premiere,3.0,1.0,3.0,2022-05-27 15:54:05
326,1351314,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Under offer,Get Realty - PALMERSTON CITY,UNDER CONTRACT,139356439,Buy,UNDER CONTRACT,"8/6 Houston Street, Larrakeyah, NT 0820",8/6 Houston Street,Larrakeyah,NT,820,0416175735,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
327,1351315,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Urban Land Sales - DARWIN CITY,"$380,000",139361499,Buy,"$380,000","217/129 Flynn Circuit, Bellamack, NT 0832",217/129 Flynn Circuit,Bellamack,NT,832,0484067003,,,standard,3.0,2.0,2.0,2022-05-27 15:54:05
328,1351316,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Urban Land Sales - DARWIN CITY,"$240,000",139361483,Buy,"$240,000","224/129  Flynn Circuit, Bellamack, NT 0832",224/129  Flynn Circuit,Bellamack,NT,832,0484067003,,,standard,1.0,1.0,1.0,2022-05-27 15:54:05
329,1351317,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Urban Land Sales - DARWIN CITY,"$315,000",139361427,Buy,"$315,000","234/129  Flynn Circuit, Bellamack, NT 0832",234/129  Flynn Circuit,Bellamack,NT,832,0484067003,,,standard,2.0,2.0,2.0,2022-05-27 15:54:05
330,1351318,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,"2,461.93m²",806m²,806m²,,Gordon & Associates - GIRRAWEEN,"Price Guide $570,000",139360135,Buy,"Price Guide $570,000","14 Regulus Court, Woodroffe, NT 0830",14 Regulus Court,Woodroffe,NT,830,0417 897 921,,,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
331,1351319,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Elaine Mills Property Management - COOLALINGA,"$460,000",139358871,Buy,"$460,000","26   Maurice Terrace, Bakewell, NT 0832",26   Maurice Terrace,Bakewell,NT,832,08 8983 1800,,,premiere,3.0,2.0,0.0,2022-05-27 15:54:05
332,1351320,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,811m²,811m²,,For Sale By Owner                                                                                   ,"Offers over $685,000",139356871,Buy,"Offers over $685,000","160 Leanyer Drive, Leanyer, NT 0812",160 Leanyer Drive,Leanyer,NT,812,1300 114 970,,,standard,3.0,1.0,5.0,2022-05-27 15:54:05
333,1351321,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,236m²,,236m²,,Knight Frank (NT) - Darwin,"$775,000",139356543,Buy,"$775,000","406/130 Esplanade, Darwin City, NT 0800",406/130 Esplanade,Darwin City,NT,800,08 8982 2500,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
334,1351322,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,190m²,,,,Sale By Home Owner - Australia,"$429,000",700199623,Buy,"$429,000","15 Dinah Crt, Stuart Park, NT 0820",15 Dinah Crt,Stuart Park,NT,820,1300 609 392,,,standard,3.0,2.0,2.0,2022-05-27 15:54:05
335,1351323,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,702m²,702m²,,Sale By Home Owner - Australia,"Offers over $635,000",139349547,Buy,"Offers over $635,000","34 Gerardine Cresent, Bellamack, NT 0832",34 Gerardine Cresent,Bellamack,NT,832,1300 609 392,,,standard,4.0,2.0,4.0,2022-05-27 15:54:05
336,1351324,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,181m²,,181m²,,Get Realty - PALMERSTON CITY,"$625,000",139349347,Buy,"$625,000","2403/43E Knuckey Street, Darwin City, NT 0800",2403/43E Knuckey Street,Darwin City,NT,800,0416175735,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
337,1351325,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Ausway Group,"$580,000",139349231,Buy,"$580,000","10 McGrath St, Bellamack, NT 0832",10 McGrath St,Bellamack,NT,832,0451125286,,,premiere,4.0,2.0,0.0,2022-05-27 15:54:05
338,1351326,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,2ha,2ha,,Real Estate Central - DARWIN CITY,"Auction - Bidding from $700,000",139348191,Buy,"Auction - Bidding from $700,000","100 Eugene Road, Virginia, NT 0834",100 Eugene Road,Virginia,NT,834,08 8943 3000,,,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
339,1351327,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,187m²,646m²,646m²,,Elders Real Estate - Palmerston,AUCTION: Saturday 4th Jun @11am On-Site,139348015,Buy,AUCTION: Saturday 4th Jun @11am On-Site,"11 Foxtail Grove, Durack, NT 0830",11 Foxtail Grove,Durack,NT,830,08 8931 5000,,,premiere,5.0,3.0,2.0,2022-05-27 15:54:05
340,1351328,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Cate Killiner Real Estate - Woolner,"$399,000",139347107,Buy,"$399,000","5 Bailey Circuit, Driver, NT 0830",5 Bailey Circuit,Driver,NT,830,08 8942 2283,,,standard,3.0,1.0,1.0,2022-05-27 15:54:05
341,1351329,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,860m²,860m²,,LJ Hooker Darwin -   ,"$750,000",139344487,Buy,"$750,000","94 Lind Road, Johnston, NT 0832",94 Lind Road,Johnston,NT,832,08 8924 0900,,,premiere,5.0,2.0,2.0,2022-05-27 15:54:05
342,1351330,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,820m²,820m²,,LJ Hooker Darwin -   ,"$480,000",139344491,Buy,"$480,000","30 Yirra Crescent, Rosebery, NT 0832",30 Yirra Crescent,Rosebery,NT,832,08 8924 0900,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
343,1351331,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,Openn Negotiation,139342091,Buy,Openn Negotiation,"16 Carrington Street, Millner, NT 0810",16 Carrington Street,Millner,NT,810,08 8943 3000,,,premiere,3.0,1.0,0.0,2022-05-27 15:54:05
344,1351332,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,228m²,2ha,2ha,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,139341183,Buy,UNDER CONTRACT,"82 Bundey Road, Humpty Doo, NT 0836",82 Bundey Road,Humpty Doo,NT,836,08 8931 5000,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
345,1351333,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,394m²,394m²,,Elders Real Estate - Palmerston,"$529,000",139340991,Buy,"$529,000","2/11 Constant Street, Coolalinga, NT 0839",2/11 Constant Street,Coolalinga,NT,839,08 8931 5000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
346,1351334,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,212m²,2.32ha,2.32ha,Under offer,Piening Property Sales - COOLALINGA,Under  Contract,139340351,Buy,Under  Contract,"254 Hutchison Road, Herbert, NT 0836",254 Hutchison Road,Herbert,NT,836,0429826650,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
347,1351335,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central Projects - Darwin,"Current Bid $650,000",139339651,Buy,"Current Bid $650,000","115 Zuccoli Parade, Zuccoli, NT 0832",115 Zuccoli Parade,Zuccoli,NT,832,08 8943 3000,,,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
348,1351336,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Territory Real Estate - Darwin,"Overs Over $599,000 Considered",139339003,Buy,"Overs Over $599,000 Considered","111/19 Kitchener Drive, Darwin City, NT 0800",111/19 Kitchener Drive,Darwin City,NT,800,0889855678,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
349,1351337,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,,Real Estate Central - DARWIN CITY,"$659,000",139337367,Buy,"$659,000","4/5 Voyager Street, Stuart Park, NT 0820",4/5 Voyager Street,Stuart Park,NT,820,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
350,1351338,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Under offer,Freedom Property - Australia,PROPERTY PREVIEW,139336711,Buy,PROPERTY PREVIEW,"6/4 Palm Street, Nightcliff, NT 0810",6/4 Palm Street,Nightcliff,NT,810,07 3999 8324,,,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
351,1351339,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,69m²,,69m²,,Knight Frank (NT) - Darwin,"$490,000",139336003,Buy,"$490,000","6604/7 Anchorage Court, Darwin City, NT 0800",6604/7 Anchorage Court,Darwin City,NT,800,08 8982 2500,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
352,1351340,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.02ha,2.02ha,,Complete Real Estate (NT),"Price Guide High $500,000",139335535,Buy,"Price Guide High $500,000","260 Hillier Road, Howard Springs, NT 0835",260 Hillier Road,Howard Springs,NT,835,08 8983 1266,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
